period,region,cov_shift_00,cov_shift_01,cov_shift_02,cov_shift_03,cov_shift_04,cov_shift_05,cov_shift_06,cov_shift_07,cov_shift_08,cov_shift_09,cov_shift_10,cov_stat_00,cov_stat_01,cov_stat_02,cov_stat_03,target
0,R0,0.0012301533574825,0.2987455375084699,-0.2741378553622176,-0.8905918387572742,-0.4546707851717225,-0.9916465549964624,0.0601436025974384,1.3402152455545335,-0.4922065185513296,-0.6204748998199404,0.4898420501851982,0.3568870081600607,0.1054142489978985,-0.9304680447082048,-0.0292518224632734,0.5250548680919873
0,R1,-1.344214547285082,-0.4576157610402181,-1.901222739800844,-1.289537739784976,-1.8417350377917323,-0.2350911310746812,-1.2674464814437032,0.2712643588217015,0.1567510866242251,-0.1869309446299543,-2.516759710820513,-0.5386928958466366,-0.0485009454010719,0.1133089860033075,-1.5301357655053935,5.35021044801953
0,R2,-0.9785190780566396,-0.8088372394255993,1.0608986233860789,-0.8075346753318965,-0.0325217049455206,0.8843898673831739,-0.583600432743302,-0.1117019495841596,0.1104641432494805,0.0637817742550619,-1.2250558264176934,0.0761402303770081,1.3588234217415376,-1.5471446781284823,0.8593826880215982,1.7585927724009918
0,R3,-0.6414703941072214,2.000416546342423,0.7622597120847118,-1.199288902105223,0.0745162287714634,0.5766895836701853,-0.1887821253507493,0.682910267195206,-0.0665173201494155,0.6672475608343279,1.438522591656152,-0.6756622510056528,0.203138610389609,-0.4633075765384151,0.1272684112258308,-2.09175498436516
0,R4,-0.5793015965026732,-0.1961959728044967,0.8987638721004078,1.145222007454132,-1.323527792484255,-0.7946423659870495,0.6469034225734218,-1.9924197841744944,-0.4631698649523669,-0.097286925670089,1.2570149772868198,0.6894039005707556,-0.3272134202221978,-0.3685758940999591,-0.2501954005179249,0.7443406139632505
0,R5,-0.4280249425728672,-0.3036803883647294,0.3525890672852653,-0.1207704450864551,-0.1972842279657225,-1.1140671431510565,-0.0115214680385481,-0.4435812229744192,1.166127776190223,0.6530885027011638,-0.0241436130099322,0.6683810232673438,-0.3398695517131494,1.052126358426947,-0.0053995606716266,0.46642154946501696
0,R6,-1.2908932453234871,0.3466800488784297,-1.6882041173665416,-2.0353289449399323,-0.3044768777114372,-0.8999276075985952,0.1640527957122225,2.244756626486049,-0.8317231814120817,-0.6239435864439059,0.2054039460646989,0.4930132914123563,-0.1764060659057582,-0.2059303302532164,0.7024629551205442,3.683359631931571
0,R7,-1.0336758320736887,-0.0791813186158418,0.0352868486614741,-1.0544846220491104,0.2598391006743633,-0.8579564771765439,0.9720667079170427,0.1927459126050724,0.0893064857690502,-0.591028352856274,-0.118609823877694,-1.9977462929070549,-1.1314074705230586,0.3628397991887543,-2.1285670418221447,1.841813742646197
0,R8,-1.7460964753739088,0.7567385026642676,-0.8454970328793241,0.7789910843424612,0.1309512075847998,-1.5368349402914887,1.2491487495584548,1.4417071555226115,-0.0658049060002071,-0.2739162721723203,-0.1598669659706363,-0.9751523227787462,1.0985867597569177,-0.5428919317301868,-0.0511904126916765,0.5161074462122118
0,R9,-0.6260730997201972,-1.2777251516511705,1.257069313714393,-0.1540875732060131,0.9659216187288088,0.0133245969132597,-0.6944035277028942,-0.3266852600022522,-0.5602310505028996,0.0079590991849136,-0.3752668396769557,-0.2999217159417983,-1.3785746841359137,-0.8068459276211205,1.65405754880043,1.405993418605327
1,R0,-1.0540937876234928,0.3373263325750308,1.407272199556532,-1.454024302481208,-0.2085218482512706,-0.6320525539349078,-1.7610194743274028,0.7349267092583915,-0.0234439185548446,0.0714418442926053,-0.7523114724455892,0.4547841629969166,-0.539297349487321,-0.1429032084967607,-1.108260792181513,1.5689164362855132
1,R1,1.3355318553000226,-0.5071047045384752,0.2916803563558019,-0.0337904347673723,-0.4411452027621841,-0.5079609703372195,0.6300825914455861,-0.3018676045339098,-0.151443648171292,0.0222215571944795,1.1765083202520017,0.6805109746331383,0.3826002677279928,-0.5635713933532417,-1.3819687200064654,-0.42561890342568254
1,R2,0.966447134220876,-0.1407083991233403,0.541883841603518,0.781443053885405,0.8311844526649818,0.9213834732464709,-0.4556176506611327,1.5149729826647176,-1.2465930582857083,0.861723076993649,0.4939320790307585,0.8736191135245024,1.8790083070967367,1.484445473378649,-1.145176907189325,-3.866261999581553
